dataset,model,role,tau,bucket,flag,n_kcs,n_events,mean_y,mean_p,n_advance,n_remediate,FM,Miss,UR,acc_at_tau,E_FM_calibrated,excess_FM
junyi,dkt,primary,0.6,dense,R,1293,3264405,0.7045887382233516,0.7055334897800946,2321692,942713,0.20422519438409573,0.4916803374736349,0.19674200228428526,0.7161298919711249,0.1758802711835135,0.02834492320058224
junyi,dkt,primary,0.6,medium,R,33,4617,0.569633961446827,0.5936784508324113,2518,2099,0.3617950754567117,0.4584801207851032,0.38897338403041826,0.5811132770197097,0.12390229655126431,0.23789277890544738
junyi,dkt,primary,0.6,sparse,I,0,0,,,0,0,,,,,,
junyi,dkt,primary,0.6,very_sparse,I,0,0,,,0,0,,,,,,
junyi,dkt,primary,0.6,strict_cold_start,I,0,0,,,0,0,,,,,,
junyi,dkt,primary,0.7,all,R,1326,3269022,0.7043981349773725,0.7053755114260728,1919289,1349733,0.17452452444629235,0.34663453130352084,0.3119682041852735,0.6777843648650881,0.13949140423949058,0.03503312020680177
junyi,dkt,primary,0.7,dense,R,1293,3264405,0.7045887382233516,0.7055334897800946,1917091,1347314,0.17433444734756984,0.34657310373290806,0.311811893848125,0.6779192532789283,0.13954677560398235,0.03478767174358749
junyi,dkt,primary,0.7,medium,R,33,4617,0.569633961446827,0.5936784508324113,2198,2419,0.3403093721565059,0.37644690488173127,0.44866920152091255,0.582412822178904,0.09119661601160307,0.24911275614490286
junyi,dkt,primary,0.7,sparse,I,0,0,,,0,0,,,,,,
junyi,dkt,primary,0.7,very_sparse,I,0,0,,,0,0,,,,,,
junyi,dkt,primary,0.7,strict_cold_start,I,0,0,,,0,0,,,,,,
junyi,dkt,primary,0.8,all,R,1326,3269022,0.7043981349773725,0.7053755114260728,1403304,1865718,0.14011076716092877,0.2034690048627331,0.4759674867644102,0.6045835727015603,0.0996416354056648,0.04046913175526397
junyi,dkt,primary,0.8,dense,R,1293,3264405,0.7045887382233516,0.7055334897800946,1401466,1862939,0.13986996473692548,0.203271246093191,0.475908703370299,0.6046314718915086,0.0996931294212435,0.040176835315681975
junyi,dkt,primary,0.8,medium,R,33,4617,0.569633961446827,0.5936784508324113,1838,2779,0.32372143634385203,0.29944640161046804,0.5273764258555133,0.5707169157461555,0.06037770067387229,0.26334373566997976
junyi,dkt,primary,0.8,sparse,I,0,0,,,0,0,,,,,,
junyi,dkt,primary,0.8,very_sparse,I,0,0,,,0,0,,,,,,
junyi,dkt,primary,0.8,strict_cold_start,I,0,0,,,0,0,,,,,,
junyi,simplekt,primary,0.5,all,R,1326,3269022,0.7043981349773725,0.6998578918075055,2513260,755762,0.2182380653016401,0.567600682583261,0.1467507826705514,0.7288452020206655,0.18711296280637935,0.031125102495260765
junyi,simplekt,primary,0.5,dense,R,1293,3264405,0.7045887382233516,0.7000314455850927,2510569,753836,0.21814935180032893,0.5679302571079555,0.14659294114987284,0.7289392707093636,0.18708072865237735,0.031068623147951585
junyi,simplekt,primary,0.5,medium,R,33,4617,0.569633961446827,0.5771483792832619,2691,1926,0.3010033444816054,0.4076497232008052,0.28479087452471485,0.6623348494693524,0.21718582337073614,0.08381752111086924
junyi,simplekt,primary,0.5,sparse,I,0,0,,,0,0,,,,,,
junyi,simplekt,primary,0.5,very_sparse,I,0,0,,,0,0,,,,,,
junyi,simplekt,primary,0.5,strict_cold_start,I,0,0,,,0,0,,,,,,
junyi,simplekt,primary,0.6,all,R,1326,3269022,0.7043981349773725,0.6998578918075055,2187089,1081933,0.19472504319668746,0.4407204999539494,0.2351529274636263,0.70408091472006,0.14776023698418128,0.04696480621250618
junyi,simplekt,primary,0.6,dense,R,1293,3264405,0.7045887382233516,0.7000314455850927,2184815,1079590,0.19464073617217018,0.4409784080751435,0.2349944327611896,0.7041555811855453,0.1477324296111409,0.04690830656102929
junyi,simplekt,primary,0.6,medium,R,33,4617,0.569633961446827,0.5771483792832619,2274,2343,0.2757255936675462,0.3155510820332159,0.37376425855513307,0.6512887156162009,0.17447702050628427,0.1012485731612619
junyi,simplekt,primary,0.6,sparse,I,0,0,,,0,0,,,,,,
junyi,simplekt,primary,0.6,very_sparse,I,0,0,,,0,0,,,,,,
junyi,simplekt,primary,0.6,strict_cold_start,I,0,0,,,0,0,,,,,,
junyi,simplekt,primary,0.7,all,R,1326,3269022,0.7043981349773725,0.6998578918075055,1831238,1437784,0.17117982479612154,0.3243936588884324,0.3408730560261398,0.663998284502215,0.1086706837283517,0.06250914106776984
junyi,simplekt,primary,0.7,dense,R,1293,3264405,0.7045887382233516,0.7000314455850927,1829425,1434980,0.17110731514000302,0.32460268245083174,0.3407150151974098,0.664044749349422,0.10864966136315757,0.06245765377684545
junyi,simplekt,primary,0.7,medium,R,33,4617,0.569633961446827,0.5771483792832619,1813,2804,0.24434638720353005,0.2229491696024157,0.4790874524714829,0.6311457656486896,0.1298835025067758,0.11446288469675425
junyi,simplekt,primary,0.7,sparse,I,0,0,,,0,0,,,,,,
junyi,simplekt,primary,0.7,very_sparse,I,0,0,,,0,0,,,,,,
junyi,simplekt,primary,0.7,strict_cold_start,I,0,0,,,0,0,,,,,,
junyi,simplekt,primary,0.8,all,R,1326,3269022,0.7043981349773725,0.6998578918075055,1431186,1837836,0.14751891088929042,0.21848355994697458,0.4701599388194605,0.6042360681573877,0.06943018909582947,0.07808872179346095
junyi,simplekt,primary,0.8,dense,R,1293,3264405,0.7045887382233516,0.7000314455850927,1429848,1834557,0.14745763186016975,0.21863820097019523,0.4700119083694664,0.6042467157108263,0.06941339981591388,0.07804423204425587
junyi,simplekt,primary,0.8,medium,R,33,4617,0.569633961446827,0.5771483792832619,1338,3279,0.21300448430493274,0.14343231001509812,0.5996197718631179,0.5967078189300411,0.08737198155378903,0.1256325027511437
junyi,simplekt,primary,0.8,sparse,I,0,0,,,0,0,,,,,,
junyi,simplekt,primary,0.8,very_sparse,I,0,0,,,0,0,,,,,,
junyi,simplekt,primary,0.8,strict_cold_start,I,0,0,,,0,0,,,,,,
xes3g5m,dkt,primary,0.5,all,R,833,1589145,0.6460593589634678,0.6496688929751037,1130611,458534,0.14037807875564629,0.2821750052892368,0.05336024202235941,0.8656529139883397,0.1209427719202729,0.01943530683537338
xes3g5m,dkt,primary,0.5,dense,R,499,1573737,0.6446966678676297,0.6482587669855089,1117989,455748,0.1406981642932086,0.28131605961863815,0.05311837474114981,0.865802227436986,0.12158589966341471,0.0191122646297939
xes3g5m,dkt,primary,0.5,medium,R,172,13137,0.7909720636370556,0.7959844472702126,10827,2310,0.10880206890181952,0.4289876183539694,0.07140794918679627,0.8538479104818452,0.06662596182621912,0.042176107075600405
xes3g5m,dkt,primary,0.5,sparse,R,122,2164,0.7536968576709797,0.7825723147563143,1715,449,0.13177842565597667,0.42401500938086306,0.08706315144083385,0.8299445471349353,0.04843154426218817,0.0833468813937885
xes3g5m,dkt,primary,0.5,very_sparse,L,37,103,0.7087378640776699,0.7458088580517619,77,26,0.12987012987012986,0.3333333333333333,0.0821917808219178,0.8446601941747572,0.02345973175841492,0.10641039811171493
xes3g5m,dkt,primary,0.5,strict_cold_start,I,3,4,1.0,0.5283155366778374,3,1,0.0,,0.25,0.75,0.4347127676010132,-0.4347127676010132
xes3g5m,dkt,primary,0.6,all,R,833,1589145,0.6460593589634678,0.6496688929751037,1072250,516895,0.12561063184891583,0.23945752876189189,0.08680195036048163,0.8591670363623206,0.103021222579671,0.022589409269244826
xes3g5m,dkt,primary,0.6,dense,R,499,1573737,0.6446966678676297,0.6482587669855089,1060048,513689,0.12584996151117686,0.23858722284021933,0.08667797508927313,0.8593481630030939,0.10362388539084949,0.02222607612032737
xes3g5m,dkt,primary,0.6,medium,R,172,13137,0.7909720636370556,0.7959844472702126,10456,2681,0.10195103289977046,0.38820101966496723,0.0963333654123761,0.8426581411281114,0.053012231548688026,0.04893880135108244
xes3g5m,dkt,primary,0.6,sparse,R,122,2164,0.7536968576709797,0.7825723147563143,1669,495,0.12222887956860395,0.3827392120075047,0.10177805027590435,0.8290203327171903,0.03726800981576461,0.08496086975283934
xes3g5m,dkt,primary,0.6,very_sparse,L,37,103,0.7087378640776699,0.7458088580517619,76,27,0.11842105263157894,0.3,0.0821917808219178,0.8543689320388349,0.017881967519458964,0.10053908511211998
xes3g5m,dkt,primary,0.6,strict_cold_start,I,3,4,1.0,0.5283155366778374,1,3,0.0,,0.75,0.25,0.3582192659378052,-0.3582192659378052
xes3g5m,dkt,primary,0.7,all,R,833,1589145,0.6460593589634678,0.6496688929751037,993134,596011,0.10995092303757599,0.1941389922537127,0.13903428715025684,0.8414619182012969,0.08359803048927085,0.02635289254830514
xes3g5m,dkt,primary,0.7,dense,R,499,1573737,0.6446966678676297,0.6482587669855089,981380,592357,0.11012044264199393,0.19327412483859546,0.13924242767718364,0.8415599302805996,0.08412901344767272,0.02599142919432121
xes3g5m,dkt,primary,0.7,medium,R,172,13137,0.7909720636370556,0.7959844472702126,10061,3076,0.09263492694563165,0.3394027676620539,0.1214512558945241,0.8329907893735251,0.04133997223815865,0.051294954707473
xes3g5m,dkt,primary,0.7,sparse,R,122,2164,0.7536968576709797,0.7825723147563143,1619,545,0.11488573193329216,0.34896810506566606,0.1213979153893317,0.822550831792976,0.027814663178100493,0.08707106875519166
xes3g5m,dkt,primary,0.7,very_sparse,L,37,103,0.7087378640776699,0.7458088580517619,74,29,0.10810810810810811,0.26666666666666666,0.0958904109589041,0.8543689320388349,0.007591814608187284,0.10051629349992083
xes3g5m,dkt,primary,0.7,strict_cold_start,I,3,4,1.0,0.5283155366778374,0,4,,,1.0,0.0,,
xes3g5m,dkt,primary,0.8,all,R,833,1589145,0.6460593589634678,0.6496688929751037,870368,718777,0.09000216000588257,0.13927138318431612,0.22855080735807193,0.8030488092653597,0.060704534435012315,0.029297625570870255
xes3g5m,dkt,primary,0.8,dense,R,499,1573737,0.6446966678676297,0.6482587669855089,859248,714489,0.09004617991546096,0.13837332827807725,0.2293622108787551,0.8029664422962668,0.06113462597772693,0.02891155393773403
xes3g5m,dkt,primary,0.8,medium,R,172,13137,0.7909720636370556,0.7959844472702126,9497,3640,0.08276297778245761,0.28623452294246177,0.16167837551727457,0.8122859100251199,0.0291320605630484,0.05363091721940921
xes3g5m,dkt,primary,0.8,sparse,R,122,2164,0.7536968576709797,0.7825723147563143,1549,615,0.1091026468689477,0.3170731707317073,0.15389331698344574,0.8059149722735675,0.018237670480704755,0.09086497638824295
xes3g5m,dkt,primary,0.8,very_sparse,L,37,103,0.7087378640776699,0.7458088580517619,74,29,0.10810810810810811,0.26666666666666666,0.0958904109589041,0.8543689320388349,0.007591814608187284,0.10051629349992083
xes3g5m,dkt,primary,0.8,strict_cold_start,I,3,4,1.0,0.5283155366778374,0,4,,,1.0,0.0,,
xes3g5m,simplekt,primary,0.5,all,R,833,1589145,0.6460593589634678,0.6764621911170965,1122113,467032,0.1526735720912243,0.30458359038727884,0.07391383115706714,0.8444427663932492,0.07071775710053049,0.08195581499069382
xes3g5m,simplekt,primary,0.5,dense,R,499,1573737,0.6446966678676297,0.6751041041089948,1109255,464482,0.15300088798337624,0.3035246103935588,0.0739663487363774,0.8444708359783115,0.07098525019288593,0.08201563779049031
xes3g5m,simplekt,primary,0.5,medium,R,172,13137,0.7909720636370556,0.8200622583709669,11038,2099,0.12121761188621127,0.48725418790968683,0.06649985564430758,0.8455507345664915,0.04727367518669152,0.07394393669951976
xes3g5m,simplekt,primary,0.5,sparse,R,122,2164,0.7536968576709797,0.7867868592828398,1734,430,0.14186851211072665,0.46153846153846156,0.08767627222562845,0.8202402957486137,0.050498685966038515,0.09136982614468814
xes3g5m,simplekt,primary,0.5,very_sparse,L,37,103,0.7087378640776699,0.8113867876074561,86,17,0.18604651162790697,0.5333333333333333,0.0410958904109589,0.8155339805825242,0.03720142397769663,0.14884508765021034
xes3g5m,simplekt,primary,0.5,strict_cold_start,I,3,4,1.0,0.21593094244599342,0,4,,,1.0,0.0,,
xes3g5m,simplekt,primary,0.6,all,R,833,1589145,0.6460593589634678,0.6764621911170965,1083103,506042,0.1442706741648763,0.2778138295318981,0.09724432687044285,0.8388447876059139,0.05695861458041291,0.08731205958446339
xes3g5m,simplekt,primary,0.6,dense,R,499,1573737,0.6446966678676297,0.6751041041089948,1070560,503177,0.14456452697653566,0.2767842132936543,0.09736808127082752,0.8388847691831608,0.057186492044211966,0.08737803493232368
xes3g5m,simplekt,primary,0.6,medium,R,172,13137,0.7909720636370556,0.8200622583709669,10775,2362,0.11638051044083526,0.45666423889293517,0.08372630160716005,0.8383192509705413,0.03738895297327064,0.07899155746756462
xes3g5m,simplekt,primary,0.6,sparse,R,122,2164,0.7536968576709797,0.7867868592828398,1683,481,0.13368983957219252,0.42213883677298314,0.10606989576946659,0.8160813308687616,0.038566624133698796,0.09512321543849372
xes3g5m,simplekt,primary,0.6,very_sparse,L,37,103,0.7087378640776699,0.8113867876074561,85,18,0.18823529411764706,0.5333333333333333,0.0547945205479452,0.8058252427184466,0.031785980392904846,0.15644931372474222
xes3g5m,simplekt,primary,0.6,strict_cold_start,I,3,4,1.0,0.21593094244599342,0,4,,,1.0,0.0,,
xes3g5m,simplekt,primary,0.7,all,R,833,1589145,0.6460593589634678,0.6764621911170965,1036175,552970,0.13703187202933867,0.2524414939293785,0.1290526180453149,0.8272750441275025,0.04380052931217226,0.0932313427171664
xes3g5m,simplekt,primary,0.7,dense,R,499,1573737,0.6446966678676297,0.6751041041089948,1024003,549734,0.1373257695534095,0.2514906447955304,0.12931618211619947,0.8272748241923523,0.043989187170734835,0.09333658238267467
xes3g5m,simplekt,primary,0.7,medium,R,172,13137,0.7909720636370556,0.8200622583709669,10465,2672,0.11036789297658862,0.420611798980335,0.10403233567510345,0.8297937124153155,0.02812220632204073,0.0822456866545479
xes3g5m,simplekt,primary,0.7,sparse,R,122,2164,0.7536968576709797,0.7867868592828398,1624,540,0.12130541871921183,0.3696060037523452,0.12507664009809932,0.8146950092421442,0.026893799968540966,0.09441161875067086
xes3g5m,simplekt,primary,0.7,very_sparse,L,37,103,0.7087378640776699,0.8113867876074561,83,20,0.18072289156626506,0.5,0.0684931506849315,0.8058252427184466,0.0238483052655875,0.15687458630067755
xes3g5m,simplekt,primary,0.7,strict_cold_start,I,3,4,1.0,0.21593094244599342,0,4,,,1.0,0.0,,
xes3g5m,simplekt,primary,0.8,all,R,833,1589145,0.6460593589634678,0.6764621911170965,970198,618947,0.12788420507978784,0.22058873205881988,0.17586458124326715,0.8083057241472615,0.029983611295912194,0.09790059378387565
xes3g5m,simplekt,primary,0.8,dense,R,499,1573737,0.6446966678676297,0.6751041041089948,958464,615273,0.12815191806891027,0.21966935763671547,0.1763759101029684,0.8082417837287933,0.0301078990770083,0.09804401899190197
xes3g5m,simplekt,primary,0.8,medium,R,172,13137,0.7909720636370556,0.8200622583709669,10078,3059,0.10388966064695376,0.3812818645302258,0.13088249446636513,0.8167770419426048,0.019786768511756824,0.08410289213519694
xes3g5m,simplekt,primary,0.8,sparse,R,122,2164,0.7536968576709797,0.7867868592828398,1576,588,0.11611675126903553,0.3433395872420263,0.1459227467811159,0.805452865064695,0.020276706003900715,0.09584004526513482
xes3g5m,simplekt,primary,0.8,very_sparse,L,37,103,0.7087378640776699,0.8113867876074561,80,23,0.175,0.4666666666666667,0.0958904109589041,0.7961165048543689,0.016689867526292805,0.15831013247370718
xes3g5m,simplekt,primary,0.8,strict_cold_start,I,3,4,1.0,0.21593094244599342,0,4,,,1.0,0.0,,
