AUC,ACC,NLL,RMSE,ECE,Brier,REL,RES,n_events,kc_id,dataset,model,level,seed
0.5012080939500294,0.7532133676092545,0.7709770363878937,0.4422327269593599,0.17787329833290189,0.19556978479391174,0.05414899598917513,0.00084047943462032,3890,11,xes3g5m,dkt,t500,42
0.5013013013013012,0.8490566037735849,0.8574778158022093,0.3656291658942986,0.1284234403228422,0.13368468695256053,0.02599229756005659,0.0038895204267667786,212,110,xes3g5m,dkt,t500,42
0.5118177503559563,0.75,0.7135237769543448,0.43391745764424056,0.17338059820920337,0.1882843600484413,0.06516355363153756,0.004289197974093806,288,111,xes3g5m,dkt,t500,42
0.5128435064295614,0.7187420745625158,0.8620043498645918,0.47712000302762636,0.20011390799492584,0.2276434972890822,0.05270292820714907,0.00037784613796951953,3943,112,xes3g5m,dkt,t500,42
0.6413872464888082,0.5731049793847129,1.0508461217096843,0.5649866046483535,0.3110736211840624,0.3192098634320749,0.148432111248356,0.008204974420564656,3153,114,xes3g5m,dkt,t500,42
0.14416239184518173,0.19607843137254902,1.9951342998516701,0.7812524531448501,0.6512038545006947,0.6103553955448462,0.4956557690445926,0.06523037742245956,1122,115,xes3g5m,dkt,t500,42
0.5900828922400878,0.4849162011173184,1.3776412269516602,0.6369428052920041,0.40809950027777425,0.4056961372132478,0.18893321931666887,0.008437500186243261,895,116,xes3g5m,dkt,t500,42
0.6639870392871607,0.7926768926274121,0.7008201585826197,0.4076258566166234,0.13657503045140548,0.16615883898243605,0.024339950567620314,0.008921856342714782,2021,117,xes3g5m,dkt,t500,42
0.5155551935121827,0.6654567453115547,1.0262454869904372,0.5203530330895629,0.22666903516297104,0.2707672790455078,0.07002493976565938,0.0020508748647428323,1653,118,xes3g5m,dkt,t500,42
0.5255149402032636,0.7431488447071467,0.6934668640302681,0.4430141287171932,0.17800102403691698,0.19626151824305382,0.05800690725712213,0.0005215868737082928,3722,121,xes3g5m,dkt,t500,42
0.6132704402515724,0.7252124645892352,0.956061287412058,0.486797116161001,0.2460039907992355,0.23697143230266712,0.1200643418306148,0.010221755431528125,353,129,xes3g5m,dkt,t500,42
0.5928442575678322,0.7627677100494233,0.7505799928983303,0.43725118323905143,0.18149061460950122,0.19118859724395054,0.06337613274227755,0.001854927622284228,3035,131,xes3g5m,dkt,t500,42
0.613427536405729,0.8726708074534162,0.6918404141505353,0.3393112263689344,0.10626525622112848,0.11513210833999024,0.01936800489297248,0.004633276751154149,644,137,xes3g5m,dkt,t500,42
0.7135068613949892,0.8089017900338655,0.4945873209563917,0.3841368874287603,0.14511911950857823,0.14756114828345604,0.040562683324305696,0.02195841699861031,6201,139,xes3g5m,dkt,t500,42
0.7075751697353246,0.8554043444124575,0.5045384447756791,0.3454527351425137,0.08896402550479683,0.11933759221744372,0.012511505401433518,0.011724598365751097,7642,14,xes3g5m,dkt,t500,42
0.578462497874029,0.9726261762189906,0.20317133390609105,0.19732578619195765,0.04719140080430756,0.038937465896274184,0.013307578664821983,0.00018130625407878796,1169,143,xes3g5m,dkt,t500,42
0.6435400932026355,0.7540394973070018,0.5510752825926409,0.4134213606634561,0.20679322817852752,0.17091722145282343,0.09941535117651948,0.008997924073658702,557,159,xes3g5m,dkt,t500,42
0.6001930959846413,0.5788177339901478,1.036968816194919,0.5574634469049414,0.27492415347573057,0.3107654946351384,0.11362813825870259,0.006850550962136141,1624,0,xes3g5m,dkt,t100,42
0.6367953903732322,0.7421686746987952,0.9049748562754555,0.46114842093621106,0.18370077646344374,0.21265786613196092,0.0410657320918705,0.007996454750635587,1660,1,xes3g5m,dkt,t100,42
0.66118988292576,0.7460475538404083,0.8443680206799022,0.45799306576452165,0.16592844764154338,0.20975764828838545,0.030465051814052468,0.01166880775320919,8033,10,xes3g5m,dkt,t100,42
0.6312313060817547,0.6546052631578947,0.9437016501729752,0.5178361530024935,0.2582723750879507,0.2681542813564219,0.10344161895560726,0.008314788669268915,608,100,xes3g5m,dkt,t100,42
0.5062395073849828,0.6102868447082097,1.3225514771180826,0.5759211812254614,0.3099629288733672,0.3316852069841308,0.1325426659337659,0.00202060426211021,2022,101,xes3g5m,dkt,t100,42
0.6948865147539416,0.8180624452874234,0.700748597978394,0.3942372025723259,0.13135277154670175,0.15542297189205315,0.019590966582567287,0.010237623233045796,6854,102,xes3g5m,dkt,t100,42
