AUC,ACC,NLL,RMSE,ECE,Brier,REL,RES,n_events,dataset,model,level,seed
0.8309123729722326,0.8505794660238242,0.3550253045799215,0.3321212487616362,0.036343402563052504,0.1103045238789886,0.0030810826604982366,0.04247303147974496,99143,xes3g5m,dkt,full,42
0.5950877013367263,0.7459629020707463,0.7219785174021972,0.4458672502918108,0.17228357286596035,0.19879760488278025,0.05132446076436985,0.002528228209511696,99143,xes3g5m,dkt,t500,42
0.6123563473093807,0.7569873818625622,0.7923384933588017,0.44351473898802396,0.17111829736923934,0.19670532369961502,0.04957471989512069,0.0026452376475695604,99143,xes3g5m,dkt,t100,42
0.5943627847522296,0.7251142289420333,0.9050098854425819,0.46963736829458363,0.19934285599715176,0.22055925769866241,0.07261817961314816,0.0022318961258477456,99143,xes3g5m,dkt,t50,42
0.7754788105455204,0.827905147110739,0.5372773604602584,0.3704242916214967,0.10222313788467927,0.13721415582328764,0.014740066114426305,0.02678514624301554,99143,xes3g5m,simplekt,full,42
0.6300486706075531,0.7502798987321344,0.6682461041204154,0.4355676836037126,0.15262375048491483,0.18971920699990388,0.04404976736202686,0.004378220889303465,99143,xes3g5m,simplekt,t500,42
0.6078992127543251,0.7545162038671414,0.7790883225056244,0.44151036335908783,0.17109039421722794,0.19493140095347378,0.04753153050130722,0.002452214906706642,99143,xes3g5m,simplekt,t100,42
0.6154078681595264,0.735614213812372,0.8991522848886109,0.46039185197084437,0.19284636225251933,0.21196065736114386,0.06546806886564062,0.0035937585449974403,99143,xes3g5m,simplekt,t50,42
