AUC,ACC,NLL,RMSE,ECE,Brier,REL,RES,n_events,n_pos,n_neg,kc_id,dataset,model,level,seed
0.75424197540123,0.8561967833491012,0.3565536600725197,0.3220791697417273,0.06967769747171747,0.10373499158152039,0.01766854862066785,0.008948139444758594,1057,944,113,24,assist2012,dkt,full,2024
0.5687435300207039,0.569060773480663,0.8048933630968966,0.527858611021657,0.17720500770853373,0.278634713229713,0.04868575090464051,0.00759079401731084,362,224,138,240,assist2012,dkt,full,2024
0.6540358922319264,0.81972408650261,0.47044571760974496,0.3772318664901475,0.05770487305923527,0.1423038810956405,0.006423125524208114,0.00855814195829826,5364,4424,940,25,assist2012,dkt,full,2024
0.6424788285109386,0.7874074074074074,0.5378995050816124,0.4040691710841148,0.10442592367115947,0.1632718950206036,0.018675063638121214,0.010839894205410568,1350,1090,260,26,assist2012,dkt,full,2024
0.7020481715893109,0.7115565299091763,0.5765896073726476,0.4400858678526925,0.05638090956103286,0.19367557108365752,0.004360633117654876,0.023669554223445126,6386,4424,1962,27,assist2012,dkt,full,2024
0.6974222992661919,0.7253454414791102,0.5666027462940347,0.43638688210910215,0.021867439279192952,0.19043351087690344,0.0006611127462537512,0.026521246279393874,30613,20915,9698,280,assist2012,dkt,full,2024
0.725606150206978,0.6717724288840262,0.6117824987285706,0.4572965812424881,0.08383701525218948,0.20912016321606755,0.010072268392897252,0.04338179636218921,457,267,190,287,assist2012,dkt,full,2024
0.7578636959370904,0.735593220338983,0.5479940799440265,0.4249099031540493,0.1124256846131915,0.18054842579838354,0.028674347724988423,0.04034540512025191,295,218,77,290,assist2012,dkt,full,2024
0.6193288461468646,0.6011560693641619,0.7028356892679478,0.4981808307364035,0.10972081616319905,0.2481841401132131,0.015728583886935307,0.013302822986838984,2595,1473,1122,294,assist2012,dkt,full,2024
0.610324516375009,0.6455633100697906,0.6872585507585205,0.4839595714580554,0.11487095633076908,0.23421686680586465,0.018810514812995217,0.009837017043179398,2006,1321,685,1,assist2012,dkt,full,2025
0.6853247616936378,0.6630630630630631,0.6447080337093962,0.4707619163368922,0.0846913510547565,0.2216167818731831,0.013317968014709691,0.025256815869496355,555,347,208,101,assist2012,dkt,full,2025
0.6673360897814531,0.7894736842105263,0.5373181314069879,0.4047533450899288,0.09006594897937589,0.16382527036148695,0.014168377354208225,0.013134799583520729,2128,1693,435,103,assist2012,dkt,full,2025
0.7938230240549828,0.7639405204460966,0.5187156809712725,0.4048031396031034,0.08999321090929957,0.1638655818325296,0.013555312295375781,0.04988971921566357,538,388,150,105,assist2012,dkt,full,2025
0.6174287425623965,0.7071977638015374,0.6297070079485574,0.45281776755977265,0.09783490001894977,0.20504393061781628,0.015625534269150348,0.008761125746271598,1431,1044,387,106,assist2012,dkt,full,2025
