dataset,model,seed,fold,bucket,n_kcs,n_events,auc,acc,nll,rmse,ece,brier,uncertainty,reliability,resolution
xes3g5m,irt_1pl,2025,2,medium,174,12780,0.5,0.7803599374021909,0.5714008174029193,0.43648558584677427,0.13828000995141043,0.19051966665200173,0.17139830549983961,0.019121361152162168,0.0
xes3g5m,irt_1pl,2025,2,sparse,121,1907,0.5,0.7461982170949135,0.5913650324157376,0.44746737997054653,0.10411828964413317,0.20022705613770544,0.18938643789928583,0.010840618238419608,0.0
xes3g5m,irt_1pl,2025,2,very_sparse,35,88,0.5,0.7159090909090909,0.609066091445699,0.4569835990927506,0.07382916345831059,0.20883400983976383,0.2033832644628099,0.005450745376953944,0.0
xes3g5m,irt_1pl,2025,2,strict_cold_start,3,3,0.5,0.3333333333333333,0.8326445475138851,0.5635128051795681,0.30874659411744715,0.31754668160134586,0.22222222222222224,0.09532445937912365,0.0
xes3g5m,dkt,2025,2,dense,497,1268936,0.8187299642451263,0.8313681698682991,0.3905225133329153,0.349831917290444,0.03748919703715226,0.12238237035510804,0.1626115460990418,0.002613289612030077,0.04233401470356555
xes3g5m,dkt,2025,2,medium,174,13046,0.865852760194394,0.8468496090755787,0.42282732200269657,0.34063849352462305,0.07457490518879772,0.11603458327072466,0.1696512610045578,0.009574304786208899,0.06224823358446346
xes3g5m,dkt,2025,2,sparse,121,2018,0.8677629205745393,0.8503468780971258,0.5309069526220006,0.3548830798123905,0.0962453074871949,0.1259420003371275,0.1797145806669607,0.013510559080884032,0.0663186981483194
xes3g5m,dkt,2025,2,very_sparse,42,126,0.8461805555555556,0.7857142857142857,0.809582652290363,0.41044204696236797,0.16284364578926952,0.1684626739146587,0.18140589569161,0.046622459274093336,0.05831888310879908
xes3g5m,dkt,2025,2,strict_cold_start,2,2,1.0,0.5,0.6170404660027644,0.46179344331638583,0.45333434641361237,0.21325318429000406,0.25,0.21325318429000406,0.25
xes3g5m,simplekt,2025,2,dense,497,1268936,0.7559785325456281,0.8062148130402164,0.6212239985216853,0.3934831833436903,0.11556638458431706,0.1548290155742842,0.1626115460990418,0.017664204844934098,0.024519425125174344
xes3g5m,simplekt,2025,2,medium,174,13046,0.839860706700503,0.8351985282845317,0.6023873050667796,0.3683300240457432,0.11247177359419039,0.1356670066135378,0.1696512610045578,0.01750884838059648,0.050218246596019034
xes3g5m,simplekt,2025,2,sparse,121,2018,0.8459027458953675,0.819623389494549,0.6428543143701623,0.3841931218191109,0.12456181098426115,0.1476043548531142,0.1797145806669607,0.02192462480442008,0.0530209140200726
xes3g5m,simplekt,2025,2,very_sparse,42,126,0.8621527777777778,0.7777777777777778,0.7402357174248193,0.40121900194162263,0.16539204153730042,0.16097668751903177,0.18140589569161,0.05354024512174875,0.0737272686852519
xes3g5m,simplekt,2025,2,strict_cold_start,2,2,1.0,1.0,0.5611934925652975,0.42951793224969503,0.4293333441019058,0.1844856541240536,0.25,0.1844856541240536,0.25
xes3g5m,irt_1pl,2026,3,dense,497,1270099,0.5,0.7945577470732597,0.5631035735160561,0.4318393441037429,0.1524778196224793,0.18648521911595087,0.16323573363912558,0.023249485476825336,0.0
xes3g5m,irt_1pl,2026,3,medium,174,12780,0.5,0.7803599374021909,0.5714008174029193,0.43648558584677427,0.13828000995141043,0.19051966665200173,0.17139830549983961,0.019121361152162168,0.0
xes3g5m,irt_1pl,2026,3,sparse,121,1907,0.5,0.7461982170949135,0.5913650324157376,0.44746737997054653,0.10411828964413317,0.20022705613770544,0.18938643789928583,0.010840618238419608,0.0
xes3g5m,irt_1pl,2026,3,very_sparse,35,88,0.5,0.7159090909090909,0.609066091445699,0.4569835990927506,0.07382916345831059,0.20883400983976383,0.2033832644628099,0.005450745376953944,0.0
xes3g5m,irt_1pl,2026,3,strict_cold_start,3,3,0.5,0.3333333333333333,0.8326445475138851,0.5635128051795681,0.30874659411744715,0.31754668160134586,0.22222222222222224,0.09532445937912365,0.0
xes3g5m,dkt,2026,3,dense,497,1270099,0.8137601541639355,0.8296211555162235,0.3999511608251729,0.35249885382124924,0.04079648271308958,0.12425544194529442,0.16323573363912558,0.002945069291563815,0.0413803248864065
xes3g5m,dkt,2026,3,medium,174,12780,0.8472943030971652,0.8309076682316119,0.6201158106382628,0.3686510724769022,0.11137881940093067,0.1359036132383702,0.17139830549983961,0.01848579529440984,0.05278023455788151
xes3g5m,dkt,2026,3,sparse,121,1907,0.8538248549508373,0.8232826428945988,0.913666982890643,0.39028838623522205,0.13680114990080045,0.15232502443009388,0.18938643789928583,0.021869871458080517,0.05742157124744555
xes3g5m,dkt,2026,3,very_sparse,35,88,0.7787301587301587,0.7272727272727273,1.635698617275179,0.4919071009321611,0.24798731125930473,0.24197259594748335,0.2033832644628099,0.0880183538047969,0.04881534810244073
xes3g5m,dkt,2026,3,strict_cold_start,3,3,0.5,0.3333333333333333,0.7237604682408509,0.5148143497490534,0.21942035357157388,0.26503381470754067,0.22222222222222224,0.08917611907363228,0.05555555555555556
xes3g5m,simplekt,2026,3,dense,497,1270099,0.7550354612855996,0.802403592160926,0.6322919409060291,0.39694292449959706,0.11444758341199604,0.15756368531029283,0.16323573363912558,0.018724698487960607,0.023541597418874984
xes3g5m,simplekt,2026,3,medium,174,12780,0.8276345241521542,0.8354460093896714,0.65084452029127,0.37107794291266855,0.1146046891132225,0.13769883971629768,0.17139830549983961,0.01571508824164321,0.048188617292976695
xes3g5m,simplekt,2026,3,sparse,121,1907,0.8515336879947498,0.821185107498689,0.6582357452813706,0.37970792227698646,0.11813116824992063,0.14417810623990598,0.18938643789928583,0.019286468313580166,0.06335602759674011
xes3g5m,simplekt,2026,3,very_sparse,35,88,0.7746031746031745,0.7840909090909091,1.1282655279227911,0.4457198925130409,0.20718010789686547,0.19866622258183672,0.2033832644628099,0.05042162519318012,0.05416236225895316
xes3g5m,simplekt,2026,3,strict_cold_start,3,3,0.0,0.6666666666666666,0.7016554457673511,0.5034341983040438,0.49486086765925086,0.2534459920220353,0.22222222222222224,0.25344405419551014,0.22222222222222224
xes3g5m,irt_1pl,2027,4,dense,498,1271061,0.5,0.7940783329832322,0.563593812601642,0.432108807050517,0.15231574790814528,0.18671802113062094,0.16351793406980322,0.023200087060817665,0.0
xes3g5m,irt_1pl,2027,4,medium,175,12866,0.5,0.7782527592103218,0.5728204780811705,0.4372699047811426,0.1364901741352349,0.19120496962730948,0.17257540199184268,0.018629567635466745,0.0
xes3g5m,irt_1pl,2027,4,sparse,118,1792,0.5,0.7477678571428571,0.5905938616935964,0.4470438531878039,0.10600527206777022,0.19984820667299877,0.18861108896683676,0.011237117706161984,0.0
xes3g5m,irt_1pl,2027,4,very_sparse,42,134,0.5,0.6940298507462687,0.6219243281697512,0.4637718017302503,0.052267265671181895,0.2150842840801226,0.2123524170193807,0.0027318670607419096,0.0
xes3g5m,irt_1pl,2027,4,strict_cold_start,7,9,0.5,0.7777777777777778,0.5730974029402598,0.43742386631137276,0.1360151927026909,0.19133963881878968,0.1728395061728395,0.018500132645950143,0.0
xes3g5m,dkt,2027,4,dense,498,1271061,0.814467047297226,0.8293048091318985,0.400022571837821,0.3527750710756737,0.04187651987268493,0.1244502507724466,0.16351793406980322,0.0032044996210633656,0.04173542974289873
xes3g5m,dkt,2027,4,medium,175,12866,0.849729963735542,0.8328151717705581,0.6181056644203061,0.3681845652589954,0.11337908176678912,0.13555987409495543,0.17257540199184268,0.01900452956275266,0.054661581606437755
xes3g5m,dkt,2027,4,sparse,118,1792,0.8527209087306828,0.8197544642857143,0.9287203004907111,0.39159188173811893,0.14059209110096155,0.1533442018432009,0.18861108896683676,0.027807949727460705,0.06210906868388908
xes3g5m,dkt,2027,4,very_sparse,42,134,0.7853396275898242,0.7611940298507462,1.9156043711318418,0.46229147092984507,0.22215167207821948,0.21371340409447978,0.2123524170193807,0.07122303151836153,0.06803827345150579
xes3g5m,dkt,2027,4,strict_cold_start,7,9,0.35714285714285715,0.4444444444444444,0.7547674544547635,0.5294283043083058,0.4207199447684818,0.28029432940276805,0.1728395061728395,0.1930322902327829,0.08024691358024691
xes3g5m,simplekt,2027,4,dense,498,1271061,0.7526708507769386,0.8023360011832634,0.6380083272657613,0.3974454140521514,0.11551155545388761,0.15796285715108604,0.16351793406980322,0.018791024685572498,0.023511590489833922
xes3g5m,simplekt,2027,4,medium,175,12866,0.833402066272836,0.8295507539250738,0.6607641529376833,0.37657785702855395,0.11991007738491931,0.14181088240421802,0.17257540199184268,0.019200430655368996,0.048679548013977024
xes3g5m,simplekt,2027,4,sparse,118,1792,0.8485768062343153,0.8125,0.7590540350559029,0.3916853420567591,0.1341885000386661,0.15341740718212035,0.18861108896683676,0.025412472466956604,0.05921580166048203
xes3g5m,simplekt,2027,4,very_sparse,42,134,0.8292682926829268,0.8059701492537313,1.0328830005680356,0.42173938239322656,0.1947563129226399,0.1778641066614202,0.2123524170193807,0.053328437957389035,0.08658654196117421
xes3g5m,simplekt,2027,4,strict_cold_start,7,9,0.3571428571428571,0.4444444444444444,0.6737721590306526,0.49169213797536443,0.27835046913888717,0.24176115854678482,0.1728395061728395,0.10239993851408741,0.028395061728395066
